402490.57214358257,4133071.8104382455
402490.5916137976,4133071.9140301654
402490.610656766,4133072.0155621488
402490.6293640413,4133072.1152478163
402490.6450805946,4133072.2202282865
402490.6431885037,4133072.3333416926
402490.6202850624,4133072.5277844416
402490.5981140426,4133072.6644726726
402490.5723877237,4133072.8077984774
402490.5485077186,4133072.931654067
402490.52749636606,4133073.0346814096
402490.4769134795,4133073.261106581
402490.44424441305,4133073.3970013605
402490.41520693735,4133073.5218335073
402490.3822021758,4133073.6784344623
402490.35221865634,4133073.8473034822
402490.33111575135,4133073.9946576073
402490.29226687475,4133074.3908978393
402490.2780762011,4133074.592176531
402490.2641907027,4133074.7800732586
402490.2520294479,4133074.9130230853
402490.2335815702,4133075.065000625
402490.214675931,4133075.182691666
402490.18061831367,4133075.3524456937
402490.1291961945,4133075.5867749187
402490.09228518384,4133075.773267838
402490.0627746865,4133075.962217422
402490.0517273236,4133076.0751629807
402490.0478821087,4133076.176374529
