402429.44720461837,4133073.6835003826,106.72807312011719,1.0
402429.4179535191,4133073.784864517,106.72850799560548,1.0
402429.3899231227,4133073.882246108,106.72853088378906,1.0
402429.3598633104,4133073.986631484,106.7285385131836,1.0
402429.3298034939,4133074.091047376,106.728515625,1.0
402429.2968139922,4133074.205732436,106.72850036621094,1.0
402429.25758364535,4133074.341978165,106.72843933105467,1.0
402429.2022552775,4133074.5340100215,106.7123565673828,1.0
402429.1656647014,4133074.6786175696,106.12434387207033,1.0
402429.1497955601,4133074.798765271,105.1355972290039,1.0
402429.1409302031,4133074.913389295,104.81584167480467,1.0
402429.12837222125,4133075.01873598,104.71227264404295,1.0
402429.1054840358,4133075.1294079735,104.80532836914062,1.0
402429.0769195847,4133075.240736096,104.57212829589844,1.0
402429.05163577135,4133075.369459243,103.73143005371094,1.0
402429.0394897744,4133075.510831923,102.47618103027344,1.0
402429.035781888,4133075.623975844,101.96104431152344,1.0
402429.02830508177,4133075.740903944,101.7263641357422,1.0
402429.0157165801,4133075.876463028,101.16490173339844,1.0
402429.0071869169,4133075.990522477,100.5324249267578,1.0
402429.0030212688,4133076.130231947,99.41402435302734,1.0
402429.0037994656,4133076.239164442,98.7489776611328,1.0
402429.00564578094,4133076.3661328247,98.13560485839844,1.0
402429.0032501501,4133076.497434705,97.94651794433594,1.0
402428.9976654339,4133076.619291398,97.4438934326172,1.0
402428.99267580896,4133076.752012343,97.18019104003906,1.0
402428.99177554087,4133076.8614331214,96.10240173339844,1.0
402428.9958038605,4133077.0017071688,94.9238052368164,1.0
402429.00247195305,4133077.1121655433,94.5947723388672,1.0
402429.01388552657,4133077.286527725,94.10877990722656,1.0
402429.0205230998,4133077.440687269,93.59422302246094,1.0
402429.02473452425,4133077.563398453,93.06424713134766,1.0
402429.0307770053,4133077.6848736713,92.52143096923828,1.0
402429.0417175564,4133077.807569593,91.4165496826172,1.0
402429.0583801562,4133077.91789064,90.6091766357422,1.0
402429.0806885042,4133078.03214845,89.72715759277344,1.0
402429.1009216598,4133078.144819351,89.45243835449219,1.0
402429.1178894335,4133078.273450941,89.01685333251953,1.0
402429.133316068,4133078.4109936673,88.52897644042969,1.0
402429.1520538611,4133078.559537981,87.85179901123047,1.0
402429.16876223567,4133078.665723893,87.07926940917969,1.0
402429.2003479289,4133078.831220716,86.2859878540039,1.0
402429.244964628,4133079.03373537,85.13008117675781,1.0
402429.2681427288,4133079.143735978,84.8976058959961,1.0
402429.2880554476,4133079.254163834,84.83988952636719,1.0
402429.311401396,4133079.410276501,84.68778991699219,1.0
402429.3280029569,4133079.52726564,84.40586853027344,1.0
402429.3515777868,4133079.6665631263,83.63990783691406,1.0
402429.3844452193,4133079.802183242,82.51420593261719,1.0
402429.4232940965,4133079.9152813856,81.60423278808594,1.0
402429.4672851847,4133080.016309826,79.97984313964844,1.0
402429.5225525184,4133080.1232739417,78.15229797363281,1.0
402429.6247406295,4133080.297880263,76.24417877197266,1.0
402429.67932131817,4133080.385603039,74.92674255371094,1.0
402429.7658386506,4133080.517759413,73.02207946777344,1.0
402429.84634402185,4133080.635816666,71.81840515136719,1.0
402429.91552737256,4133080.7344342186,71.22874450683594,1.0
402429.99191286886,4133080.839628312,69.48335266113281,1.0
402430.1097717572,4133080.994733905,67.3609390258789,1.0
402430.1764068877,4133081.083753675,66.6535415649414,1.0
402430.25325014966,4133081.198728653,66.11991882324219,1.0
402430.3100738805,4133081.2981854375,65.8576431274414,1.0
402430.3796997353,4133081.431074233,65.27013397216797,1.0
402430.4405060103,4133081.5421582167,64.33509826660156,1.0
402430.49769595097,4133081.6322766254,63.95363235473633,1.0
402430.5750580122,4133081.72990236,61.7627067565918,1.0
402430.6614380161,4133081.8130932767,60.35434722900391,1.0
402430.7622986126,4133081.888807388,58.9742317199707,1.0
402430.8468323025,4133081.943861099,57.25697708129883,1.0
402430.9554748812,4133082.012769792,55.66630172729492,1.0
402431.06016543286,4133082.087400527,53.83183288574219,1.0
402431.1791382117,4133082.17490968,52.2564582824707,1.0
402431.2890930448,4133082.254377456,50.58769226074219,1.0
402431.3945160196,4133082.3384076064,50.12339782714844,1.0
402431.5248565953,4133082.465162367,49.34608459472656,1.0
402431.5964355752,4133082.537672135,48.62553405761719,1.0
402431.6803131391,4133082.612684341,47.98646545410156,1.0
402431.77006533614,4133082.67523012,46.4232292175293,1.0
