131.46369936922565,129.28559693833813
131.9355586955946,129.20055647794715
132.37812127934222,129.12079832508618
132.79138712046853,129.04632247975522
133.17535621897346,128.97712894195425
133.5300285748571,128.9132177116833
133.8554041881194,128.85458878894235
134.15148305876036,128.8012421737314
134.41826518678002,128.75317786605046
134.66086254748475,128.70947413130125
134.9007053018184,128.66626692093035
135.1401698845824,128.62312774261414
135.37925629577688,128.58005659635268
135.6179645354017,128.5370534821459
135.856294603457,128.49411839999382
136.0942464999427,128.45125134989647
136.33182022485883,128.40845233185385
136.56903475604926,128.36582270146505
136.80658297846855,128.3270629723383
137.0448134647601,128.29403477792664
137.2837262149239,128.26673811823008
137.52332122895993,128.24517299324864
137.7635985068682,128.22933940298225
138.00455804864876,128.219237347431
138.24619985430155,128.21486682659483
138.48852392382662,128.21622784047375
138.73120738799508,128.22357963970927
138.97354653777424,128.2374872735593
139.21551680285418,128.25797047096682
139.45711818323497,128.28502923193187
139.69835067891657,128.31866355645442
139.93921428989893,128.35887344453445
140.17970901618207,128.40565889617199
140.41983485776606,128.45901991136702
140.65942343363832,128.5189287693313
140.89674540207346,128.58510076625504
141.13134630615508,128.65746108429647
141.36322614588317,128.7360097234556
141.59238492125772,128.8207466837324
141.8188226322787,128.91167196512694
142.0425392789462,129.00878556763917
142.26353486126015,129.11208749126908
142.48180937922058,129.22157773601674
142.69456860637786,129.33896291349302
142.89870569063802,129.46614057565122
143.09421847596215,129.60311203932127
143.2811069623503,129.7498773045032
143.45937114980237,129.90643637119697
143.62901103831837,130.0727892394026
143.79002662789836,130.24893590912006
143.94241791854228,130.43487638034938
144.08649256003952,130.62966119661644
144.2236743918912,130.8288961614048
144.35414200445123,131.0320301163078
144.47789539771966,131.23906306132537
144.59493457169643,131.44999499645752
144.70525952638158,131.6648259217043
144.8088702617751,131.88355583706564
144.90576677787698,132.1061847425416
144.99597369768736,132.33267394443675
145.080681816853,132.56115217264977
145.1605484326837,132.790586520479
145.23557354517953,133.0209769879245
